64
# x y z
0.0 0.0 0.0
0.5 0.0 0.0
1.0 0.0 0.0
1.5 0.0 0.0
2.0 0.0 0.0
2.5 0.0 0.0
3.0 0.0 0.0
3.5 0.0 0.0
4.0 0.0 0.0
4.5 0.0 0.0
5.0 0.0 0.0
5.5 0.0 0.0
6.0 0.0 0.0
6.5 0.0 0.0
7.0 0.0 0.0
7.5 0.0 0.0
8.0 0.0 0.0
8.5 0.0 0.0
9.0 0.0 0.0
9.5 0.0 0.0
10.0 0.0 0.0
10.5 0.0 0.0
11.0 0.0 0.0
11.5 0.0 0.0
12.0 0.0 0.0
12.5 0.0 0.0
13.0 0.0 0.0
13.5 0.0 0.0
14.0 0.0 0.0
14.5 0.0 0.0
15.0 0.0 0.0
15.5 0.0 0.0
16.0 0.0 0.0
16.5 0.0 0.0
17.0 0.0 0.0
17.5 0.0 0.0
18.0 0.0 0.0
18.5 0.0 0.0
19.0 0.0 0.0
19.5 0.0 0.0
20.0 0.0 0.0
20.5 0.0 0.0
21.0 0.0 0.0
21.5 0.0 0.0
22.0 0.0 0.0
22.5 0.0 0.0
23.0 0.0 0.0
23.5 0.0 0.0
24.0 0.0 0.0
24.5 0.0 0.0
25.0 0.0 0.0
25.5 0.0 0.0
26.0 0.0 0.0
26.5 0.0 0.0
27.0 0.0 0.0
27.5 0.0 0.0
28.0 0.0 0.0
28.5 0.0 0.0
29.0 0.0 0.0
29.5 0.0 0.0
30.0 0.0 0.0
30.5 0.0 0.0
31.0 0.0 0.0
31.5 0.0 0.0
2416
# a b m n r rhoa
1 13 2 5 2.41932192 9.693421875472268
1 13 3 6 0.824591371 7.555713063929145
1 13 4 7 0.450712492 6.3717977418675815
1 13 5 8 0.33416851 5.763724982383791
1 13 6 9 0.306694566 5.289855504384763
1 13 7 10 0.432464987 6.113829717423037
1 13 8 11 0.779886452 7.146082849025776
1 13 9 12 2.23914442 8.971510291267755
1 23 2 7 2.5592334 9.478818010582135
1 23 3 8 0.880530171 7.400205024972366
1 23 4 9 0.449530992 6.217766196405261
1 23 5 10 0.28540505 5.594948788275146
1 23 6 11 0.197380827 4.980251647117568
1 23 7 12 0.154123174 4.648245419388876
1 23 8 13 0.134630874 4.5549039275898595
1 23 9 14 0.128329722 4.593917273370606
1 23 10 15 0.123204554 4.410447712015784
1 23 11 16 0.135988071 4.600821344317118
1 23 12 17 0.163362247 4.926889296471561
1 23 13 18 0.205770396 5.191934643211492
1 23 14 19 0.295250763 5.787959598767304
1 23 15 20 0.449562353 6.218199971537912
1 23 16 21 0.86535892 7.272701877910621
1 23 17 22 2.55042631 9.446198553789793
1 55 2 9 2.60727172 9.330509562625982
1 55 5 12 0.291271538 5.636433596077914
1 55 8 15 0.109046356 4.558486025055647
1 55 11 18 0.06268047 4.330097860158171
1 55 14 21 0.041892361 4.119905803348736
1 55 17 24 0.032801213 4.127863775273108
1 55 20 27 0.028115369 4.144299768252918
1 55 23 30 0.026093575 4.156590080629501
1 55 26 33 0.026287848 4.18753690277764
1 55 29 36 0.028915505 4.262242500548938
1 55 32 39 0.032444413 4.082962332298501
1 55 35 42 0.04198021 4.128545316526767
1 55 38 45 0.060920632 4.208524573326962
1 55 41 48 0.108661572 4.542400824678433
1 55 44 51 0.263507 5.09915839288665
1 55 47 54 2.4504991 8.769475429187858
2 5 1 13 2.41248118 9.666013295319189
2 7 1 23 2.54824903 9.438134404237008
2 9 1 55 2.59662513 9.292409157116902
2 14 3 6 2.06731281 8.283037924898412
2 14 4 7 0.742340645 6.8020514239799
2 14 5 8 0.425880669 6.020746114663392
2 14 6 9 0.303741126 5.238914690386545
2 14 7 10 0.318015384 5.485116516643578
2 14 8 11 0.424644469 6.003269748890737
2 14 9 12 0.769908432 7.054654465565108
2 14 10 13 2.09798729 8.405940409678418
2 24 3 8 2.18557217 8.094861863096613
2 24 4 9 0.78902626 6.631182310829816
2 24 5 10 0.427599891 5.914422353879384
2 24 6 11 0.264595704 5.187011979912791
2 24 7 12 0.189585137 4.783553221272397
2 24 8 13 0.152664185 4.604243347797819
2 24 9 14 0.136060503 4.6032719025841855
2 24 10 15 0.121582515 4.3523823405332465
2 24 11 16 0.124401708 4.453303149974924
2 24 12 17 0.138005558 4.669078046417718
2 24 13 18 0.159564346 4.812347300817213
2 24 14 19 0.20804349 5.249288644152794
2 24 15 20 0.285180646 5.590549675898248
2 24 16 21 0.45894046 6.347914891595908
2 24 17 22 0.934652426 7.855062560358097
2 24 18 23 2.8268983 10.470187877402669
2 56 3 10 2.23650237 8.003656308641538
2 56 6 13 0.271511911 5.2540624717534765
2 56 9 16 0.110500013 4.6192535313052305
2 56 12 19 0.062199507 4.296871930979349
2 56 15 22 0.042687472 4.198101024267566
2 56 18 25 0.032950211 4.146614406439954
2 56 21 28 0.028217335 4.159329898932323
2 56 24 31 0.026191678 4.172217450841517
2 56 27 34 0.02671534 4.255634471115765
2 56 30 37 0.0287009 4.23060900316301
2 56 33 40 0.032572943 4.099137171047174
2 56 36 43 0.042193398 4.149511298329615
2 56 39 46 0.062125479 4.291757922032196
2 56 42 49 0.109312079 4.569594095297223
2 56 45 52 0.279356897 5.405871821045823
2 56 48 55 2.35702302 8.43495737660959
3 6 1 13 0.824405843 7.5540130748404595
3 6 2 14 2.05872909 8.248645801000768
3 8 1 23 0.880286182 7.398154477832355
3 8 2 24 2.17735438 8.064425039374642
